protein_og	scaffold	start	end	strand	gene	product
BigNatCCMP2755017452_OG0002056	scaffold_33	299955	300911	-	e_gw1.33.81.1	39504
BigNatCCMP2755017453_OG0000454	scaffold_33	307579	309179	-	fgenesh1_pg.33_#_56	75195
BigNatCCMP2755017454_OG0000581	scaffold_33	310323	311658	+	e_gw1.33.24.1	39589
BigNatCCMP2755017455_OG1391257	scaffold_33	312299	313098	-	aug1.33_g10997	136289
BigNatCCMP2755017456_OG0001302	scaffold_33	313579	314533	+	e_gw1.33.125.1	39614
BigNatCCMP2755017457_OG0001302	scaffold_33	314519	315262	+	aug1.33_g10999	136291
BigNatCCMP2755017458_OG0642019	scaffold_33	316037	320700	-	fgenesh1_pg.33_#_60	75199
BigNatCCMP2755017459_OG1391258	scaffold_33	326573	327982	-	aug1.33_g11001	136293
BigNatCCMP2755017460_OG0439529	scaffold_33	338413	340139	-	fgenesh1_pg.33_#_62	75201
BigNatCCMP2755017461_OG0002127	scaffold_33	340517	344503	+	fgenesh1_pg.33_#_63	75202
BigNatCCMP2755017462_OG0000263	scaffold_33	345792	346848	-	gw1.33.130.1	31111
BigNatCCMP2755017463_OG0004405	scaffold_33	348724	350000	+	e_gw1.33.57.1	39557
BigNatCCMP2755017464_OG0006627	scaffold_33	357662	358947	-	fgenesh1_pg.33_#_66	75205
BigNatCCMP2755017465_OG0117117	scaffold_33	359714	360779	+	fgenesh1_pg.33_#_67	75206
BigNatCCMP2755017466_OG0005049	scaffold_33	363261	364490	+	estExt_Genewise1.C_330064	48859
BigNatCCMP2755017467_OG0008544	scaffold_33	364942	368216	-	aug1.33_g11008	136300
BigNatCCMP2755017468_OG0004250	scaffold_33	368567	369916	+	fgenesh1_pg.33_#_70	75209
BigNatCCMP2755017469_OG0012169	scaffold_33	378596	381943	+	aug1.33_g11010	136302
BigNatCCMP2755017470_OG0642911	scaffold_33	390502	396112	+	aug1.33_g11012	136304
BigNatCCMP2755017471_OG1391259	scaffold_33	399115	400167	+	aug1.33_g11013	136305
BigNatCCMP2755017472_OG0064010	scaffold_33	401511	403974	-	fgenesh1_pg.33_#_75	75214
BigNatCCMP2755017473_OG0003274	scaffold_33	404463	405014	+	e_gw1.33.69.1	39599
BigNatCCMP2755017474_OG0006296	scaffold_33	406455	407592	-	gw1.33.71.1	24517
BigNatCCMP2755017475_OG0000012	scaffold_33	411986	415932	+	fgenesh1_pg.33_#_78	75217
BigNatCCMP2755017476_OG0642593	scaffold_33	417264	422061	+	fgenesh1_pg.33_#_79	75218
BigNatCCMP2755017477_OG0000334	scaffold_33	422695	431914	-	estExt_fgenesh1_pg.C_330078	88516
BigNatCCMP2755017478_OG0132124	scaffold_33	433598	441233	-	fgenesh1_pg.33_#_81	75220
BigNatCCMP2755017479_OG0001743	scaffold_33	445994	448618	+	estExt_Genewise1Plus.C_330073	54414
BigNatCCMP2755017480_OG0642583	scaffold_33	448980	449947	-	estExt_fgenesh1_pg.C_330080	88518
BigNatCCMP2755017481_OG0034990	scaffold_33	450480	456384	+	estExt_fgenesh1_pg.C_330081	88519
BigNatCCMP2755017482_OG0002827	scaffold_33	457248	458130	-	estExt_fgenesh1_pg.C_330082	88520
BigNatCCMP2755017483_OG0000133	scaffold_33	458642	461039	+	aug1.33_g11028	136320
BigNatCCMP2755017484_OG0003404	scaffold_33	462091	464402	-	estExt_Genewise1Plus.C_330076	54417
BigNatCCMP2755017485_OG0000968	scaffold_33	465300	469097	+	fgenesh1_pg.33_#_88	75227
BigNatCCMP2755017486_OG0088543	scaffold_33	470709	475920	-	estExt_fgenesh1_pg.C_330086	88522
BigNatCCMP2755017487_OG0117241	scaffold_33	476773	479586	-	estExt_fgenesh1_pg.C_330087	88523
BigNatCCMP2755017488_OG0001354	scaffold_33	480423	480944	+	e_gw1.33.120.1	39567
BigNatCCMP2755017489_OG0003274	scaffold_33	481877	482484	-	e_gw1.33.82.1	39521
BigNatCCMP2755017490_OG0148869	scaffold_33	483316	486125	+	fgenesh1_pg.33_#_93	75232
BigNatCCMP2755017491_OG0001709	scaffold_33	486492	487959	-	estExt_Genewise1Plus.C_330084	54419
BigNatCCMP2755017492_OG0000443	scaffold_33	491034	492817	+	e_gw1.33.58.1	39559
BigNatCCMP2755017493_OG1391260	scaffold_33	502421	504694	-	fgenesh1_pg.33_#_96	75235
BigNatCCMP2755017494_OG0010255	scaffold_33	505224	506561	+	estExt_fgenesh1_pg.C_330094	88525
BigNatCCMP2755017495_OG0175310	scaffold_33	507422	513170	-	estExt_fgenesh1_pg.C_330095	88526
BigNatCCMP2755017496_OG0000086	scaffold_33	514482	515600	-	fgenesh1_pg.33_#_99	75238
BigNatCCMP2755017497_OG0000103	scaffold_33	517009	517194	+	gw1.33.108.1	28107
BigNatCCMP2755017498_OG0642912	scaffold_33	517629	519047	+	aug1.33_g11043	136335
BigNatCCMP2755017499_OG0006873	scaffold_33	519759	523742	-	fgenesh1_pg.33_#_101	75240
BigNatCCMP2755017500_OG0132117	scaffold_33	524280	527313	+	fgenesh1_pg.33_#_102	75241
BigNatCCMP2755017501_OG0132001	scaffold_33	527862	528793	-	estExt_fgenesh1_pg.C_330100	88527
BigNatCCMP2755017502_OG0000294	scaffold_33	530611	532435	-	estExt_fgenesh1_pg.C_330101	88528
BigNatCCMP2755017503_OG0000044	scaffold_33	533047	535291	+	fgenesh1_pg.33_#_105	75244
BigNatCCMP2755017504_OG0017333	scaffold_33	536630	537796	-	fgenesh1_pg.33_#_106	75245
BigNatCCMP2755017505_OG0439530	scaffold_33	538252	542535	+	estExt_fgenesh1_pg.C_330104	88529
BigNatCCMP2755017506_OG0002542	scaffold_33	542877	545867	-	estExt_fgenesh1_pg.C_330105	88530
BigNatCCMP2755017507_OG0117129	scaffold_33	546236	549082	+	fgenesh1_pg.33_#_109	75248
BigNatCCMP2755017508_OG0117413	scaffold_33	549908	551137	-	aug1.33_g11053	136345
BigNatCCMP2755017509_OG0642825	scaffold_33	551550	553517	+	fgenesh1_pg.33_#_111	75250
BigNatCCMP2755017510_OG0015228	scaffold_33	554254	555421	-	estExt_fgenesh1_pg.C_330109	88531
BigNatCCMP2755017511_OG1391261	scaffold_33	555502	558014	+	aug1.33_g11056	136348
BigNatCCMP2755017512_OG0000130	scaffold_33	558710	559885	+	aug1.33_g11057	136349
BigNatCCMP2755017513_OG0000856	scaffold_33	561619	565554	+	estExt_fgenesh1_pg.C_330111	88532
BigNatCCMP2755017514_OG0000142	scaffold_33	566031	571353	-	fgenesh1_pg.33_#_115	75254
BigNatCCMP2755017515_OG0007111	scaffold_33	572482	577455	-	fgenesh1_pg.33_#_116	75255
BigNatCCMP2755017516_OG0060421	scaffold_33	578108	590914	-	fgenesh1_pg.33_#_117	75256
BigNatCCMP2755017517_OG0151333	scaffold_33	591513	594588	+	aug1.33_g11063	136355
BigNatCCMP2755017518_OG0000253	scaffold_33	594847	595869	+	aug1.33_g11064	136356
BigNatCCMP2755017519_OG0000027	scaffold_33	597848	598534	+	e_gw1.33.63.1	39487
BigNatCCMP2755017520_OG0007296	scaffold_33	601152	606859	-	fgenesh1_pg.33_#_119	75258
BigNatCCMP2755017521_OG0088623	scaffold_33	607441	609153	+	aug1.33_g11067	136359
BigNatCCMP2755017522_OG0012598	scaffold_33	609928	611648	-	estExt_fgenesh1_pg.C_330118	88535
BigNatCCMP2755017523_OG0006077	scaffold_33	611978	613157	+	estExt_fgenesh1_pg.C_330119	88536
BigNatCCMP2755017524_OG0006522	scaffold_33	613466	614987	-	aug1.33_g11070	136362
BigNatCCMP2755017525_OG1391262	scaffold_33	619627	620138	+	aug1.33_g11071	136363
BigNatCCMP2755017526_OG0050113	scaffold_33	620585	622144	-	aug1.33_g11072	136364
BigNatCCMP2755017527_OG0001804	scaffold_33	625079	626462	+	aug1.33_g11073	136365
BigNatCCMP2755017528_OG0067669	scaffold_33	627865	629092	-	aug1.33_g11074	136366
BigNatCCMP2755017529_OG0255427	scaffold_33	631399	635674	+	aug1.33_g11075	136367
BigNatCCMP2755017530_OG0001177	scaffold_33	636480	637542	-	estExt_fgenesh1_pm.C_330010	92571
BigNatCCMP2755017531_OG0096453	scaffold_33	639528	642397	-	fgenesh1_pg.33_#_128	75267
BigNatCCMP2755017532_OG0001660	scaffold_33	644074	648163	-	fgenesh1_pg.33_#_129	75268
BigNatCCMP2755017533_OG0000082	scaffold_33	649173	650264	-	estExt_Genewise1.C_330098	48873
BigNatCCMP2755017534_OG0000008	scaffold_33	650826	651062	-	e_gw1.33.107.1	39619
BigNatCCMP2755017535_OG0255433	scaffold_33	655097	662232	+	estExt_fgenesh1_pg.C_330128	88539
BigNatCCMP2755017536_OG0175602	scaffold_33	662733	664045	-	fgenesh1_kg.33_#_54_#_4854_1_CFAO_EXTA	62328
BigNatCCMP2755017537_OG0057541	scaffold_33	665711	667085	+	estExt_fgenesh1_pg.C_330130	88541
BigNatCCMP2755017538_OG0439327	scaffold_33	668059	669368	-	fgenesh1_pg.33_#_134	75273
BigNatCCMP2755017539_OG0132129	scaffold_33	670071	674769	+	fgenesh1_pg.33_#_135	75274
BigNatCCMP2755017540_OG1391263	scaffold_33	676248	677096	-	fgenesh1_pg.33_#_136	75275
BigNatCCMP2755017541_OG0000080	scaffold_33	678665	683766	+	gw1.33.8.1	18589
BigNatCCMP2755017542_OG0005438	scaffold_33	687398	691116	-	aug1.33_g11089	136381
BigNatCCMP2755017543_OG0000030	scaffold_33	691699	692694	+	fgenesh1_pg.33_#_139	75278
BigNatCCMP2755017544_OG0151219	scaffold_33	693385	697063	-	estExt_fgenesh1_pg.C_330137	88542
BigNatCCMP2755017545_OG0000489	scaffold_33	699042	703019	+	estExt_fgenesh1_pm.C_330013	92572
BigNatCCMP2755017546_OG0000000	scaffold_33	703836	705952	-	estExt_fgenesh1_pg.C_330139	88544
BigNatCCMP2755017547_OG0255456	scaffold_33	707278	708590	+	estExt_fgenesh1_pg.C_330140	88545
BigNatCCMP2755017548_OG0074819	scaffold_33	709511	711744	-	estExt_fgenesh1_pg.C_330141	88546
BigNatCCMP2755017549_OG0000585	scaffold_33	712448	713451	+	estExt_Genewise1Plus.C_330112	54428
BigNatCCMP2755017550_OG0641992	scaffold_33	715131	719719	-	aug1.33_g11097	136389
BigNatCCMP2755017551_OG0067631	scaffold_33	719912	729032	+	estExt_fgenesh1_pg.C_330144	88548
BigNatCCMP2755017552_OG0325072	scaffold_33	729783	734480	-	estExt_fgenesh1_pg.C_330145	88549
BigNatCCMP2755017553_OG0439043	scaffold_33	736266	738016	-	aug1.33_g11100	136392
BigNatCCMP2755017554_OG0132198	scaffold_33	739125	741003	-	aug1.33_g11101	136393
BigNatCCMP2755017555_OG0255399	scaffold_33	741290	743992	+	estExt_fgenesh1_pg.C_330147	88550
BigNatCCMP2755017556_OG0000137	scaffold_33	744135	745850	-	estExt_fgenesh1_pg.C_330148	88551
BigNatCCMP2755017557_OG0002271	scaffold_33	746386	747723	+	e_gw1.33.49.1	39575
BigNatCCMP2755017558_OG0001142	scaffold_33	748326	755521	-	fgenesh1_pg.33_#_153	75292
BigNatCCMP2755017559_OG0000012	scaffold_33	759481	764000	+	fgenesh1_pg.33_#_154	75293
BigNatCCMP2755017560_OG0000389	scaffold_33	765839	766819	-	aug1.33_g11107	136399
BigNatCCMP2755017561_OG0004714	scaffold_33	769112	769444	+	gw1.33.96.1	27074
BigNatCCMP2755017562_OG0019985	scaffold_33	771740	772218	-	aug1.33_g11109	136401
BigNatCCMP2755017563_OG0151216	scaffold_33	772958	773693	+	fgenesh1_kg.33_#_60_#_0_0_CFAO9907.b1_CFAO_EXTA	62334
BigNatCCMP2755017564_OG0000311	scaffold_33	774766	781588	-	estExt_Genewise1Plus.C_330122	54433
BigNatCCMP2755017565_OG0324790	scaffold_33	783778	793726	+	estExt_fgenesh1_pg.C_330155	88553
BigNatCCMP2755017566_OG0001348	scaffold_33	794281	796858	-	fgenesh1_pg.33_#_159	75298
BigNatCCMP2755017567_OG0008202	scaffold_33	798246	799076	+	aug1.33_g11114	136406
BigNatCCMP2755017568_OG0642165	scaffold_33	800553	803513	-	fgenesh1_pg.33_#_161	75300
BigNatCCMP2755017569_OG1391264	scaffold_33	805898	809215	-	aug1.33_g11116	136408
BigNatCCMP2755017570_OG0132199	scaffold_33	811592	814884	-	aug1.33_g11117	136409
BigNatCCMP2755017571_OG0001339	scaffold_33	815994	821370	+	fgenesh1_pg.33_#_163	75302
BigNatCCMP2755017572_OG0000817	scaffold_33	822866	826392	-	fgenesh1_pg.33_#_164	75303
BigNatCCMP2755017573_OG0017016	scaffold_33	827948	829671	-	aug1.33_g11120	136412
BigNatCCMP2755017574_OG0000066	scaffold_33	829702	833234	+	aug1.33_g11121	136413
BigNatCCMP2755017575_OG0001100	scaffold_33	834982	842720	-	fgenesh1_pg.33_#_166	75305
BigNatCCMP2755017576_OG0000346	scaffold_33	845089	847242	+	estExt_Genewise1Plus.C_330133	54438
BigNatCCMP2755017577_OG0005508	scaffold_33	847820	852790	-	estExt_fgenesh1_pg.C_330165	88555
BigNatCCMP2755017578_OG0014599	scaffold_33	853262	856751	+	fgenesh1_kg.33_#_62_#_149_8_CFAO_EXTA	62336
BigNatCCMP2755017579_OG1391265	scaffold_33	859046	859780	+	fgenesh1_kg.33_#_63_#_3750_1_CFAO_EXTA	62337
BigNatCCMP2755017580_OG0439181	scaffold_33	859911	863124	-	estExt_fgenesh1_pg.C_330167	88557
BigNatCCMP2755017581_OG0129756	scaffold_33	863762	868073	+	aug1.33_g11127	136419
BigNatCCMP2755017582_OG0105252	scaffold_33	870847	871898	+	fgenesh1_kg.33_#_66_#_5823_1_CFAO_EXTA	62340
BigNatCCMP2755013236_OG0060870	scaffold_34	1063	7607	-	aug1.34_g11130	136422
BigNatCCMP2755013237_OG0076305	scaffold_34	8248	9311	+	aug1.34_g11131	136423
BigNatCCMP2755013238_OG0105787	scaffold_34	12602	14709	+	aug1.34_g11132	136424
BigNatCCMP2755013239_OG0000465	scaffold_34	16049	19377	-	fgenesh1_pg.34_#_3	75314
BigNatCCMP2755013240_OG0439281	scaffold_34	19768	25761	+	aug1.34_g11134	136426
BigNatCCMP2755013241_OG0003547	scaffold_34	27938	30178	-	estExt_fgenesh1_pg.C_340005	88559
BigNatCCMP2755013242_OG0000222	scaffold_34	32929	37387	+	e_gw1.34.76.1	39656
BigNatCCMP2755013243_OG0076652	scaffold_34	39870	42640	-	aug1.34_g11137	136429
BigNatCCMP2755013244_OG0000532	scaffold_34	45487	47447	-	aug1.34_g11138	136430
BigNatCCMP2755013245_OG0005718	scaffold_34	55702	57392	-	fgenesh1_pg.34_#_9	75320
BigNatCCMP2755013246_OG0022906	scaffold_34	57586	60020	+	estExt_fgenesh1_pg.C_340010	88560
BigNatCCMP2755013247_OG0007280	scaffold_34	60372	62611	-	fgenesh1_kg.34_#_3_#_2458_2_CFAO_EXTA	62343
BigNatCCMP2755013248_OG0318787	scaffold_34	62607	64604	-	fgenesh1_kg.34_#_4_#_2458_1_CFAO_EXTA	62344
BigNatCCMP2755013249_OG0088557	scaffold_34	69484	70470	+	aug1.34_g11142	136434
BigNatCCMP2755013250_OG0000370	scaffold_34	71889	73710	-	fgenesh1_pg.34_#_12	75323
BigNatCCMP2755013251_OG0002630	scaffold_34	75201	81271	-	aug1.34_g11144	136436
BigNatCCMP2755013252_OG0008755	scaffold_34	82202	84493	+	aug1.34_g11145	136437
BigNatCCMP2755013253_OG0000123	scaffold_34	85190	91448	-	estExt_fgenesh1_pg.C_340015	88561
BigNatCCMP2755013254_OG0002590	scaffold_34	91890	103302	+	fgenesh1_pg.34_#_16	75327
BigNatCCMP2755013255_OG0642183	scaffold_34	105058	106180	-	fgenesh1_pg.34_#_17	75328
BigNatCCMP2755013256_OG0001517	scaffold_34	106607	110278	+	aug1.34_g11149	136441
BigNatCCMP2755013257_OG0010816	scaffold_34	110798	111974	-	e_gw1.34.81.1	39626
BigNatCCMP2755013258_OG0117380	scaffold_34	112516	112833	-	aug1.34_g11151	136443
BigNatCCMP2755013259_OG0132154	scaffold_34	113698	115842	-	aug1.34_g11152	136444
BigNatCCMP2755013260_OG0000048	scaffold_34	120144	121208	-	fgenesh1_pg.34_#_20	75331
BigNatCCMP2755013261_OG0000061	scaffold_34	121663	124316	+	gw1.34.79.1	29741
BigNatCCMP2755013262_OG0000495	scaffold_34	126423	134398	+	aug1.34_g11155	136447
BigNatCCMP2755013263_OG1390916	scaffold_34	135542	136840	+	fgenesh1_kg.34_#_7_#_8746_1_CFAO_EXTA	62347
BigNatCCMP2755013264_OG0057956	scaffold_34	137198	138690	+	aug1.34_g11156	136448
BigNatCCMP2755013265_OG0001651	scaffold_34	140178	157517	-	fgenesh1_pg.34_#_23	75334
BigNatCCMP2755013266_OG0010028	scaffold_34	157944	163290	+	estExt_fgenesh1_pg.C_340024	88563
BigNatCCMP2755013267_OG0063826	scaffold_34	164186	167054	-	estExt_fgenesh1_pg.C_340025	88564
BigNatCCMP2755013268_OG0096521	scaffold_34	168182	170827	-	fgenesh1_pg.34_#_26	75337
BigNatCCMP2755013269_OG0096521	scaffold_34	173132	173682	-	aug1.34_g11162	136454
BigNatCCMP2755013270_OG0208507	scaffold_34	174085	178505	+	aug1.34_g11163	136455
BigNatCCMP2755013271_OG0000873	scaffold_34	179293	182026	-	fgenesh1_pg.34_#_28	75339
BigNatCCMP2755013272_OG0002507	scaffold_34	182744	184408	+	fgenesh1_kg.34_#_11_#_306_2_CFAO_EXTA	62351
BigNatCCMP2755013273_OG0000215	scaffold_34	187161	201994	+	fgenesh1_pg.34_#_30	75341
BigNatCCMP2755013274_OG0000130	scaffold_34	203491	204029	-	gw1.34.59.1	27007
BigNatCCMP2755013275_OG0642854	scaffold_34	206476	208821	-	aug1.34_g11168	136460
BigNatCCMP2755013276_OG0151071	scaffold_34	209504	210119	+	fgenesh1_pg.34_#_32	75343
BigNatCCMP2755013277_OG0131995	scaffold_34	211987	212669	-	estExt_fgenesh1_pg.C_340033	88565
BigNatCCMP2755013278_OG0004937	scaffold_34	213249	215734	+	fgenesh1_kg.34_#_13_#_6284_1_CFAO_EXTA	62353
BigNatCCMP2755013279_OG0642255	scaffold_34	216511	221487	-	estExt_fgenesh1_pg.C_340035	88567
BigNatCCMP2755013280_OG0096391	scaffold_34	222567	227373	+	estExt_fgenesh1_pg.C_340036	88568
BigNatCCMP2755013281_OG0175509	scaffold_34	227870	228817	-	aug1.34_g11174	136466
BigNatCCMP2755013282_OG0000246	scaffold_34	229814	233802	-	aug1.34_g11175	136467
BigNatCCMP2755013283_OG0642189	scaffold_34	234199	235140	+	aug1.34_g11176	136468
BigNatCCMP2755013284_OG0003211	scaffold_34	237332	238865	+	estExt_Genewise1.C_340012	48887
BigNatCCMP2755013285_OG0064009	scaffold_34	240257	244146	-	fgenesh1_pg.34_#_39	75350
BigNatCCMP2755013286_OG0064009	scaffold_34	244340	250405	-	fgenesh1_pg.34_#_40	75351
BigNatCCMP2755013287_OG0000082	scaffold_34	251392	253065	+	estExt_Genewise1Plus.C_340015	54442
BigNatCCMP2755013288_OG0005118	scaffold_34	253531	258692	-	estExt_fgenesh1_pg.C_340042	88571
BigNatCCMP2755013289_OG0013359	scaffold_34	260336	262057	+	estExt_fgenesh1_pg.C_340043	88572
BigNatCCMP2755013290_OG0000003	scaffold_34	274738	276436	-	aug1.34_g11183	136475
BigNatCCMP2755013291_OG0000613	scaffold_34	277028	278814	+	fgenesh1_pg.34_#_45	75356
BigNatCCMP2755013292_OG0000613	scaffold_34	279178	283749	+	estExt_fgenesh1_pg.C_340046	88573
BigNatCCMP2755013293_OG0642609	scaffold_34	284830	286368	-	fgenesh1_pg.34_#_47	75358
BigNatCCMP2755013294_OG0002590	scaffold_34	287523	295249	-	fgenesh1_pg.34_#_48	75359
BigNatCCMP2755013295_OG0002167	scaffold_34	296060	297927	+	aug1.34_g11187	136479
BigNatCCMP2755013296_OG0000844	scaffold_34	298824	299973	-	estExt_Genewise1Plus.C_340020	54445
BigNatCCMP2755013297_OG0087436	scaffold_34	300679	302108	+	fgenesh1_pg.34_#_51	75362
BigNatCCMP2755013298_OG0325027	scaffold_34	302709	308939	-	estExt_fgenesh1_pg.C_340051	88575
BigNatCCMP2755013299_OG0003495	scaffold_34	309898	314201	+	estExt_fgenesh1_pg.C_340052	88576
BigNatCCMP2755013300_OG0175334	scaffold_34	314754	316582	-	aug1.34_g11192	136484
BigNatCCMP2755013301_OG0041488	scaffold_34	318221	318850	-	gw1.34.38.1	23530
BigNatCCMP2755013302_OG0255309	scaffold_34	324394	326175	+	fgenesh1_pg.34_#_55	75366
BigNatCCMP2755013303_OG0037908	scaffold_34	326870	331544	-	fgenesh1_pg.34_#_56	75367
BigNatCCMP2755013304_OG1390917	scaffold_34	332206	333762	+	fgenesh1_pg.34_#_57	75368
BigNatCCMP2755013305_OG1390918	scaffold_34	339136	340610	+	aug1.34_g11197	136489
BigNatCCMP2755013306_OG0096418	scaffold_34	341289	347341	-	fgenesh1_pg.34_#_58	75369
BigNatCCMP2755013307_OG0028596	scaffold_34	348032	349751	-	estExt_fgenesh1_pg.C_340058	88578
BigNatCCMP2755013308_OG0002822	scaffold_34	350137	355103	+	aug1.34_g11200	136492
BigNatCCMP2755013309_OG0208302	scaffold_34	355904	357288	-	fgenesh1_pg.34_#_61	75372
BigNatCCMP2755013310_OG0000757	scaffold_34	358031	363403	+	aug1.34_g11202	136494
BigNatCCMP2755013311_OG0013647	scaffold_34	365869	366333	-	aug1.34_g11203	136495
BigNatCCMP2755013312_OG0006852	scaffold_34	367545	369841	-	e_gw1.34.20.1	39680
BigNatCCMP2755013313_OG0008216	scaffold_34	370478	378532	+	fgenesh1_pg.34_#_65	75376
BigNatCCMP2755013314_OG0002665	scaffold_34	379389	382732	-	e_gw1.34.5.1	39664
BigNatCCMP2755013315_OG0642585	scaffold_34	385279	386397	-	aug1.34_g11207	136499
BigNatCCMP2755013316_OG0000023	scaffold_34	387735	391224	-	gw1.34.3.1	18524
BigNatCCMP2755013317_OG0023853	scaffold_34	393383	394245	-	aug1.34_g11211	136503
BigNatCCMP2755013318_OG1390919	scaffold_34	395642	396690	-	fgenesh1_kg.34_#_19_#_1504_1_CFAO_EXTA	62359
BigNatCCMP2755013319_OG0043021	scaffold_34	397226	398559	+	fgenesh1_pg.34_#_68	75379
BigNatCCMP2755013320_OG0105845	scaffold_34	399249	401448	-	fgenesh1_pg.34_#_69	75380
BigNatCCMP2755013321_OG0035916	scaffold_34	407953	409999	+	aug1.34_g11213	136505
BigNatCCMP2755013322_OG0003735	scaffold_34	412094	413251	+	e_gw1.34.19.1	39696
BigNatCCMP2755013323_OG0151214	scaffold_34	413847	415157	-	aug1.34_g11215	136507
BigNatCCMP2755013324_OG0151214	scaffold_34	415464	416845	-	aug1.34_g11216	136508
BigNatCCMP2755013325_OG0006157	scaffold_34	417187	424075	+	estExt_fgenesh1_pg.C_340071	88579
BigNatCCMP2755013326_OG0000528	scaffold_34	425072	426304	+	fgenesh1_pm.34_#_4	57884
BigNatCCMP2755013327_OG0000026	scaffold_34	427943	428790	-	aug1.34_g11219	136511
BigNatCCMP2755013328_OG0003458	scaffold_34	430233	431708	+	gw1.34.27.1	21611
BigNatCCMP2755013329_OG0003458	scaffold_34	433818	436455	+	aug1.34_g11221	136513
BigNatCCMP2755013330_OG0439487	scaffold_34	437808	441031	-	fgenesh1_pg.34_#_77	75388
BigNatCCMP2755013331_OG0642307	scaffold_34	444445	445619	-	fgenesh1_pg.34_#_78	75389
BigNatCCMP2755013332_OG0000092	scaffold_34	446505	449026	+	e_gw1.34.17.1	39639
BigNatCCMP2755013333_OG0002702	scaffold_34	450262	454782	-	fgenesh1_pg.34_#_80	75391
BigNatCCMP2755013334_OG0642029	scaffold_34	456407	457743	-	aug1.34_g11225	136517
BigNatCCMP2755013335_OG0007111	scaffold_34	460160	460745	-	fgenesh1_kg.34_#_22_#_149_0_CFAO5139.b1_CFAO_EXTA	62362
BigNatCCMP2755013336_OG0014599	scaffold_34	461335	464058	-	fgenesh1_kg.34_#_24_#_149_6_CFAO_EXTA	62364
BigNatCCMP2755013337_OG0005635	scaffold_34	464998	466816	-	estExt_fgenesh1_pg.C_340080	88581
BigNatCCMP2755013338_OG0000575	scaffold_34	467186	467455	+	gw1.34.66.1	27521
BigNatCCMP2755013339_OG0013871	scaffold_34	469517	470982	-	estExt_fgenesh1_pg.C_340082	88583
BigNatCCMP2755013340_OG0010381	scaffold_34	471292	472662	+	estExt_Genewise1Plus.C_340049	54449
BigNatCCMP2755013341_OG0007935	scaffold_34	473236	476108	-	estExt_fgenesh1_pg.C_340084	88585
BigNatCCMP2755013342_OG0003938	scaffold_34	490291	492752	-	fgenesh1_pg.34_#_87	75398
BigNatCCMP2755013343_OG0000101	scaffold_34	493625	494650	+	aug1.34_g11232	136524
BigNatCCMP2755013344_OG0007111	scaffold_34	498549	500179	+	aug1.34_g11233	136525
BigNatCCMP2755013345_OG0175584	scaffold_34	530358	532342	-	aug1.34_g11234	136526
BigNatCCMP2755013346_OG0117287	scaffold_34	533382	538918	+	fgenesh1_pg.34_#_91	75402
BigNatCCMP2755013347_OG0000865	scaffold_34	541600	543144	+	fgenesh1_pg.34_#_92	75403
BigNatCCMP2755013348_OG1390920	scaffold_34	543857	545395	-	fgenesh1_pg.34_#_93	75404
BigNatCCMP2755013349_OG0000869	scaffold_34	549553	552355	+	aug1.34_g11238	136530
BigNatCCMP2755013350_OG0011008	scaffold_34	553190	554758	-	aug1.34_g11239	136531
BigNatCCMP2755013351_OG0002902	scaffold_34	556125	561713	-	aug1.34_g11240	136532
BigNatCCMP2755013352_OG0003194	scaffold_34	561995	563360	+	estExt_fgenesh1_pg.C_340093	88586
BigNatCCMP2755013353_OG0003074	scaffold_34	564281	566090	-	fgenesh1_pg.34_#_96	75407
BigNatCCMP2755013354_OG0002258	scaffold_34	566502	569324	+	fgenesh1_pg.34_#_97	75408
BigNatCCMP2755013355_OG0007651	scaffold_34	570225	573533	-	fgenesh1_pg.34_#_98	75409
BigNatCCMP2755013356_OG0000535	scaffold_34	576601	577931	+	fgenesh1_kg.34_#_31_#_7739_0_CFAO12231.g1_CFAO_EXTA	62371
BigNatCCMP2755013357_OG0064025	scaffold_34	578718	580111	-	fgenesh1_pg.34_#_99	75410
BigNatCCMP2755013358_OG0255439	scaffold_34	580578	582729	+	fgenesh1_pg.34_#_100	75411
BigNatCCMP2755013359_OG0000998	scaffold_34	585007	588663	+	fgenesh1_pm.34_#_6	57886
BigNatCCMP2755013360_OG0117323	scaffold_34	590083	592513	-	fgenesh1_pg.34_#_102	75413
BigNatCCMP2755013361_OG1390921	scaffold_34	594156	595598	+	aug1.34_g11249	136541
BigNatCCMP2755013362_OG1390922	scaffold_34	595686	596321	-	aug1.34_g11250	136542
BigNatCCMP2755013363_OG1390923	scaffold_34	597336	597830	+	aug1.34_g11251	136543
BigNatCCMP2755013364_OG0076609	scaffold_34	598884	620537	-	estExt_fgenesh1_pg.C_340103	88588
BigNatCCMP2755013365_OG0151015	scaffold_34	621336	623996	+	fgenesh1_pg.34_#_106	75417
BigNatCCMP2755013366_OG0000128	scaffold_34	625465	628820	+	aug1.34_g11257	136549
BigNatCCMP2755013367_OG0076645	scaffold_34	631599	633061	-	estExt_fgenesh1_pg.C_340106	88589
BigNatCCMP2755013368_OG0018714	scaffold_34	633863	636962	+	aug1.34_g11259	136551
BigNatCCMP2755013369_OG1390924	scaffold_34	637373	637714	-	fgenesh1_kg.34_#_34_#_0_0_CFAO19192.g1_CFAO_EXTA	62374
BigNatCCMP2755013370_OG0132149	scaffold_34	638494	640981	-	fgenesh1_pg.34_#_110	75421
