protein_og	scaffold	start	end	strand	gene	product
PlaBraE3006010_OG0000085	CDSF01000100.1	41623	42969	-	PBRA_008021	CEP00287.1
PlaBraE3006011_OG0003932	CDSF01000100.1	43220	45006	-	PBRA_008022	CEP00288.1
PlaBraE3006012_OG0002419	CDSF01000100.1	45236	48863	-	PBRA_008023	CEP00289.1
PlaBraE3006013_OG0004051	CDSF01000100.1	49095	49607	-	PBRA_008024	CEP00290.1
PlaBraE3006014_OG0000795	CDSF01000100.1	50449	52288	+	PBRA_008025	CEP00291.1
PlaBraE3006015_OG0000092	CDSF01000100.1	52534	53853	+	PBRA_008026	CEP00292.1
PlaBraE3006016_OG0000003	CDSF01000100.1	54071	55990	+	PBRA_008027	CEP00293.1
PlaBraE3006017_OG0003293	CDSF01000100.1	57310	57697	-	PBRA_008028	CEP00294.1
PlaBraE3006018_OG0000171	CDSF01000100.1	58011	60106	+	PBRA_008029	CEP00295.1
PlaBraE3006019_OG0001268	CDSF01000100.1	60330	61531	+	PBRA_008030	CEP00296.1
PlaBraE3006020_OG0007813	CDSF01000100.1	61602	62091	-	PBRA_008031	CEP00297.1
PlaBraE3006021_OG0000105	CDSF01000100.1	63021	67759	-	PBRA_008032	CEP00298.1
PlaBraE3006022_OG0000758	CDSF01000100.1	68153	68692	+	PBRA_008033	CEP00299.1
PlaBraE3006023_OG0001868	CDSF01000100.1	68863	69919	-	PBRA_008034	CEP00300.1
PlaBraE3006024_OG0000264	CDSF01000100.1	70166	74099	-	PBRA_008035	CEP00301.1
PlaBraE3006025_OG0006414	CDSF01000100.1	75038	77368	-	PBRA_008036	CEP00302.1
PlaBraE3006026_OG0006333	CDSF01000100.1	77646	78197	-	PBRA_008037	CEP00303.1
PlaBraE3006027_OG3375032	CDSF01000100.1	78938	81295	-	PBRA_008038	CEP00304.1
PlaBraE3006028_OG3375033	CDSF01000100.1	82168	82725	+	PBRA_008039	CEP00305.1
PlaBraE3006029_OG0005192	CDSF01000100.1	88835	91399	+	PBRA_008040	CEP00306.1
PlaBraE3006030_OG1035456	CDSF01000100.1	92443	94389	+	PBRA_008041	CEP00307.1
PlaBraE3006031_OG0000410	CDSF01000100.1	94524	95495	-	PBRA_008042	CEP00308.1
PlaBraE3006032_OG0000011	CDSF01000100.1	95586	96550	-	PBRA_008044	CEP00309.1
PlaBraE3006033_OG0002834	CDSF01000100.1	96789	98033	+	PBRA_008043	CEP00310.1
PlaBraE3006034_OG0000086	CDSF01000100.1	98961	100894	-	PBRA_008045	CEP00311.1
PlaBraE3006035_OG0006361	CDSF01000100.1	101049	101473	+	PBRA_008046	CEP00312.1
PlaBraE3006036_OG3375034	CDSF01000100.1	101590	101910	+	PBRA_008047	CEP00313.1
PlaBraE3006037_OG0010824	CDSF01000100.1	101942	102651	-	PBRA_008048	CEP00314.1
PlaBraE3006038_OG0004455	CDSF01000100.1	102858	103926	-	PBRA_008049	CEP00315.1
PlaBraE3006039_OG0009483	CDSF01000100.1	104229	105749	+	PBRA_008050	CEP00316.1
PlaBraE3006040_OG0000315	CDSF01000100.1	105969	107033	-	PBRA_008051	CEP00317.1
PlaBraE3006041_OG0000093	CDSF01000100.1	107284	108020	-	PBRA_008052	CEP00318.1
PlaBraE3006042_OG0001237	CDSF01000100.1	108342	109871	-	PBRA_008053	CEP00319.1
PlaBraE3006043_OG0000040	CDSF01000100.1	110133	114415	+	PBRA_008054	CEP00320.1
PlaBraE3006044_OG0000034	CDSF01000100.1	114784	116388	+	PBRA_008055	CEP00321.1
PlaBraE3006045_OG0000034	CDSF01000100.1	117210	119810	+	PBRA_008056	CEP00322.1
PlaBraE3006046_OG0000034	CDSF01000100.1	120372	121811	+	PBRA_008057	CEP00323.1
PlaBraE3006047_OG0002244	CDSF01000100.1	122023	122460	+	PBRA_008058	CEP00324.1
PlaBraE3006048_OG0095403	CDSF01000100.1	122519	123880	+	PBRA_008059	CEP00325.1
PlaBraE3006049_OG0001206	CDSF01000100.1	123902	125362	-	PBRA_008060	CEP00326.1
PlaBraE3006050_OG0000167	CDSF01000100.1	125925	130702	+	PBRA_008061	CEP00327.1
PlaBraE3006051_OG0000655	CDSF01000100.1	130772	133332	-	PBRA_008062	CEP00328.1
PlaBraE3006052_OG3375035	CDSF01000100.1	133764	134225	+	PBRA_008063	CEP00329.1
PlaBraE3006053_OG3375036	CDSF01000100.1	134374	140143	-	PBRA_008064	CEP00330.1
PlaBraE3006054_OG0000389	CDSF01000100.1	140377	141781	-	PBRA_008065	CEP00331.1
PlaBraE3006055_OG0001836	CDSF01000100.1	141860	142954	+	PBRA_008066	CEP00332.1
PlaBraE3006056_OG0000005	CDSF01000100.1	145472	146443	+	PBRA_008067	CEP00333.1
PlaBraE3006057_OG0016808	CDSF01000100.1	146572	147639	+	PBRA_008068	CEP00334.1
PlaBraE3006058_OG0001705	CDSF01000100.1	147975	149100	-	PBRA_008069	CEP00335.1
PlaBraE3006059_OG0001218	CDSF01000100.1	149100	150568	-	PBRA_008070	CEP00336.1
PlaBraE3006060_OG1035457	CDSF01000100.1	151194	152045	+	PBRA_008071	CEP00337.1
PlaBraE3006061_OG0044660	CDSF01000100.1	152678	154810	-	PBRA_008072	CEP00338.1
PlaBraE3006062_OG0000114	CDSF01000100.1	155476	155760	+	PBRA_008073	CEP00339.1
PlaBraE3006063_OG0018247	CDSF01000101.1	116	5552	+	PBRA_001394	CEP00340.1
PlaBraE3006064_OG0001920	CDSF01000101.1	5729	7600	+	PBRA_001395	CEP00341.1
PlaBraE3006065_OG0131219	CDSF01000101.1	7711	10419	-	PBRA_001396	CEP00342.1
PlaBraE3006066_OG1035458	CDSF01000101.1	10673	11641	+	PBRA_001397	CEP00343.1
PlaBraE3006067_OG0004822	CDSF01000101.1	11862	13928	+	PBRA_001398	CEP00344.1
PlaBraE3006068_OG0000206	CDSF01000101.1	14571	19481	-	PBRA_001399	CEP00345.1
PlaBraE3006069_OG0002545	CDSF01000101.1	19935	21353	-	PBRA_001401	CEP00346.1
PlaBraE3006070_OG0114892	CDSF01000101.1	21452	22585	+	PBRA_001400	CEP00347.1
PlaBraE3006071_OG0000245	CDSF01000101.1	22982	25871	+	PBRA_001402	CEP00348.1
PlaBraE3006072_OG1035459	CDSF01000101.1	26271	27469	+	PBRA_001403	CEP00349.1
PlaBraE3006073_OG0001335	CDSF01000101.1	28184	29971	-	PBRA_001404	CEP00350.1
PlaBraE3006074_OG0002447	CDSF01000101.1	30435	31790	+	PBRA_001405	CEP00351.1
PlaBraE3006075_OG0000753	CDSF01000101.1	32122	33199	+	PBRA_001406	CEP00352.1
PlaBraE3006076_OG0176591	CDSF01000101.1	33264	34365	-	PBRA_001407	CEP00353.1
PlaBraE3006077_OG0176591	CDSF01000101.1	34482	35671	-	PBRA_001408	CEP00354.1
PlaBraE3006078_OG3375037	CDSF01000101.1	35352	35750	+	PBRA_001409	CEP00355.1
PlaBraE3006079_OG0002506	CDSF01000101.1	36259	36801	+	PBRA_001410	CEP00356.1
PlaBraE3006080_OG0000468	CDSF01000101.1	36837	38323	-	PBRA_001411	CEP00357.1
PlaBraE3006081_OG0000363	CDSF01000101.1	38818	40323	+	PBRA_001412	CEP00358.1
PlaBraE3006082_OG0000089	CDSF01000101.1	40656	42654	-	PBRA_001413	CEP00359.1
PlaBraE3006083_OG0010351	CDSF01000101.1	43139	43436	+	PBRA_001414	CEP00360.1
PlaBraE3006084_OG0001912	CDSF01000101.1	43651	44856	-	PBRA_001415	CEP00361.1
PlaBraE3006085_OG0003570	CDSF01000101.1	45044	45529	-	PBRA_001416	CEP00362.1
PlaBraE3006086_OG0208492	CDSF01000101.1	46524	47279	-	PBRA_001417	CEP00363.1
PlaBraE3006087_OG0002368	CDSF01000101.1	47683	48924	+	PBRA_001418	CEP00364.1
PlaBraE3006088_OG3375038	CDSF01000101.1	49929	50983	-	PBRA_001419	CEP00365.1
PlaBraE3006089_OG0003736	CDSF01000101.1	51168	52702	-	PBRA_001420	CEP00366.1
PlaBraE3006090_OG3375039	CDSF01000101.1	52993	53436	-	PBRA_001421	CEP00367.1
PlaBraE3006091_OG0294109	CDSF01000101.1	53985	55335	+	PBRA_001422	CEP00368.1
PlaBraE3006092_OG0004715	CDSF01000101.1	55552	63834	-	PBRA_001423	CEP00369.1
PlaBraE3006093_OG0049019	CDSF01000101.1	64275	66454	+	PBRA_001424	CEP00370.1
PlaBraE3006094_OG0000038	CDSF01000101.1	67638	69589	-	PBRA_001425	CEP00371.1
PlaBraE3006095_OG0000196	CDSF01000101.1	69851	71493	-	PBRA_001426	CEP00372.1
PlaBraE3006096_OG0000484	CDSF01000101.1	71564	74359	+	PBRA_001427	CEP00373.1
PlaBraE3006097_OG3375040	CDSF01000101.1	74450	75112	-	PBRA_001428	CEP00374.1
PlaBraE3006098_OG0000157	CDSF01000101.1	78968	82051	-	PBRA_001429	CEP00375.1
PlaBraE3006099_OG0001663	CDSF01000101.1	82269	82826	-	PBRA_001430	CEP00376.1
PlaBraE3006100_OG0000101	CDSF01000101.1	83150	84943	+	PBRA_001431	CEP00377.1
PlaBraE3006101_OG0000798	CDSF01000101.1	85091	86913	-	PBRA_001432	CEP00378.1
PlaBraE3006102_OG3375041	CDSF01000101.1	87103	87486	-	PBRA_001433	CEP00379.1
PlaBraE3006103_OG0000427	CDSF01000101.1	87816	89556	-	PBRA_001434	CEP00380.1
PlaBraE3006104_OG1035460	CDSF01000101.1	89721	90134	-	PBRA_001435	CEP00381.1
PlaBraE3006105_OG0000494	CDSF01000101.1	90419	90973	+	PBRA_001436	CEP00382.1
PlaBraE3006106_OG0000034	CDSF01000101.1	91140	94254	+	PBRA_001437	CEP00383.1
PlaBraE3006107_OG1035461	CDSF01000101.1	94458	94814	-	PBRA_001438	CEP00384.1
PlaBraE3006108_OG1035462	CDSF01000101.1	95486	97437	+	PBRA_001439	CEP00385.1
PlaBraE3006109_OG0003115	CDSF01000101.1	97556	98238	-	PBRA_001440	CEP00386.1
PlaBraE3006110_OG0004763	CDSF01000101.1	98324	99958	-	PBRA_001441	CEP00387.1
PlaBraE3006111_OG0000780	CDSF01000101.1	100602	101532	-	PBRA_001442	CEP00388.1
PlaBraE3006112_OG0003846	CDSF01000101.1	101931	102694	+	PBRA_001443	CEP00389.1
PlaBraE3006113_OG0001291	CDSF01000101.1	102822	104255	-	PBRA_001444	CEP00390.1
PlaBraE3006114_OG0005600	CDSF01000101.1	104704	105570	-	PBRA_001445	CEP00391.1
PlaBraE3006115_OG0003240	CDSF01000101.1	105832	106358	+	PBRA_001446	CEP00392.1
PlaBraE3006116_OG0004216	CDSF01000101.1	106492	107154	+	PBRA_001447	CEP00393.1
PlaBraE3006117_OG0004894	CDSF01000101.1	107487	108968	+	PBRA_001448	CEP00394.1
PlaBraE3006118_OG0000001	CDSF01000101.1	109033	111436	-	PBRA_001449	CEP00395.1
PlaBraE3006119_OG0000353	CDSF01000101.1	112176	126576	+	PBRA_001450	CEP00396.1
PlaBraE3006120_OG1035286	CDSF01000101.1	126784	127919	-	PBRA_001451	CEP00397.1
PlaBraE3006121_OG0000446	CDSF01000101.1	128318	133022	-	PBRA_001452	CEP00398.1
PlaBraE3006122_OG0013183	CDSF01000101.1	136325	139129	+	PBRA_001453	CEP00399.1
PlaBraE3006123_OG3375042	CDSF01000101.1	139226	140101	-	PBRA_001454	CEP00400.1
PlaBraE3006124_OG0005952	CDSF01000101.1	140352	141368	+	PBRA_001455	CEP00401.1
PlaBraE3006125_OG0001319	CDSF01000101.1	142334	144259	-	PBRA_001456	CEP00402.1
PlaBraE3006126_OG0003440	CDSF01000101.1	144878	146239	+	PBRA_001457	CEP00403.1
PlaBraE3006127_OG0202234	CDSF01000101.1	148028	148913	+	PBRA_001458	CEP00404.1
PlaBraE3006128_OG0000160	CDSF01000101.1	149761	150958	+	PBRA_001459	CEP00405.1
PlaBraE3006129_OG0004298	CDSF01000101.1	151245	155948	-	PBRA_001460	CEP00406.1
PlaBraE3006130_OG0073280	CDSF01000101.1	156517	158577	+	PBRA_001461	CEP00407.1
PlaBraE3006131_OG0015852	CDSF01000101.1	160793	163413	-	PBRA_001462	CEP00408.1
PlaBraE3006132_OG0038282	CDSF01000101.1	163606	164637	+	PBRA_001463	CEP00409.1
PlaBraE3006133_OG0125181	CDSF01000101.1	164784	169278	+	PBRA_001464	CEP00410.1
PlaBraE3006134_OG0000649	CDSF01000101.1	169419	172370	-	PBRA_001465	CEP00411.1
PlaBraE3006135_OG0060699	CDSF01000101.1	172765	175940	+	PBRA_001466	CEP00412.1
PlaBraE3006136_OG0003806	CDSF01000101.1	176028	176568	-	PBRA_001467	CEP00413.1
PlaBraE3006137_OG0000179	CDSF01000101.1	176873	179221	-	PBRA_001468	CEP00414.1
PlaBraE3006138_OG0067893	CDSF01000101.1	179605	180124	+	PBRA_001469	CEP00415.1
PlaBraE3006139_OG0553945	CDSF01000101.1	180256	181425	+	PBRA_001470	CEP00416.1
PlaBraE3006140_OG0006640	CDSF01000101.1	182228	183723	+	PBRA_001471	CEP00417.1
PlaBraE3006141_OG0002884	CDSF01000101.1	183881	185370	-	PBRA_001472	CEP00418.1
PlaBraE3006142_OG0002884	CDSF01000101.1	185659	187160	-	PBRA_001473	CEP00419.1
PlaBraE3006143_OG0002884	CDSF01000101.1	187372	188845	-	PBRA_001474	CEP00420.1
PlaBraE3006144_OG0000521	CDSF01000101.1	189158	191122	+	PBRA_001475	CEP00421.1
PlaBraE3006145_OG0001255	CDSF01000101.1	191130	192759	-	PBRA_001476	CEP00422.1
PlaBraE3006146_OG3375043	CDSF01000101.1	193009	194559	-	PBRA_001477	CEP00423.1
PlaBraE3006147_OG0002868	CDSF01000101.1	195247	196791	+	PBRA_001478	CEP00424.1
PlaBraE3006148_OG0001955	CDSF01000101.1	197132	198080	+	PBRA_001479	CEP00425.1
PlaBraE3006149_OG0002740	CDSF01000101.1	198156	198970	-	PBRA_001480	CEP00426.1
PlaBraE3006150_OG0045324	CDSF01000101.1	199178	199708	+	PBRA_001481	CEP00427.1
PlaBraE3006151_OG0045324	CDSF01000101.1	199876	200673	+	PBRA_001482	CEP00428.1
PlaBraE3006152_OG1035463	CDSF01000101.1	200889	201938	-	PBRA_001483	CEP00429.1
PlaBraE3006153_OG0294126	CDSF01000101.1	202106	203753	-	PBRA_001484	CEP00430.1
PlaBraE3006154_OG0000146	CDSF01000101.1	204875	208277	+	PBRA_001485	CEP00431.1
PlaBraE3006155_OG0001775	CDSF01000101.1	208435	209438	+	PBRA_001486	CEP00432.1
PlaBraE3006156_OG0004052	CDSF01000101.1	209602	212065	+	PBRA_001487	CEP00433.1
PlaBraE3006157_OG3375044	CDSF01000101.1	212888	213277	+	PBRA_001488	CEP00434.1
PlaBraE3006158_OG0005421	CDSF01000101.1	213692	216286	+	PBRA_001489	CEP00435.1
PlaBraE3006159_OG0087443	CDSF01000101.1	217804	218718	+	PBRA_001490	CEP00436.1
PlaBraE3006160_OG0008842	CDSF01000101.1	218739	223665	+	PBRA_001491	CEP00437.1
PlaBraE3006161_OG0000861	CDSF01000101.1	223863	224865	+	PBRA_001492	CEP00438.1
PlaBraE3006162_OG0002206	CDSF01000101.1	226570	226943	-	PBRA_001493	CEP00439.1
PlaBraE3006163_OG0000228	CDSF01000101.1	228120	229892	+	PBRA_001494	CEP00440.1
PlaBraE3006164_OG0052902	CDSF01000101.1	230033	230632	-	PBRA_001495	CEP00441.1
PlaBraE3006165_OG3375045	CDSF01000101.1	231582	232421	+	PBRA_001496	CEP00442.1
PlaBraE3006166_OG0002884	CDSF01000101.1	232547	233992	+	PBRA_001497	CEP00443.1
PlaBraE3006167_OG0000564	CDSF01000101.1	234087	235232	+	PBRA_001498	CEP00444.1
PlaBraE3006168_OG0050672	CDSF01000101.1	235370	235841	+	PBRA_001499	CEP00445.1
PlaBraE3006169_OG0553946	CDSF01000101.1	235903	236894	-	PBRA_001500	CEP00446.1
PlaBraE3006170_OG0005582	CDSF01000101.1	237007	238248	-	PBRA_001501	CEP00447.1
PlaBraE3006171_OG0003476	CDSF01000101.1	238395	238858	+	PBRA_001502	CEP00448.1
PlaBraE3006172_OG0389578	CDSF01000101.1	239484	239864	+	PBRA_001503	CEP00449.1
PlaBraE3006173_OG0000310	CDSF01000101.1	242006	246923	+	PBRA_001504	CEP00450.1
PlaBraE3006174_OG0001000	CDSF01000101.1	246997	248775	-	PBRA_001505	CEP00451.1
PlaBraE3006175_OG3375046	CDSF01000101.1	249149	251247	+	PBRA_001506	CEP00452.1
PlaBraE3006176_OG0017547	CDSF01000101.1	251494	252734	-	PBRA_001507	CEP00453.1
PlaBraE3006177_OG0001759	CDSF01000101.1	252939	253365	+	PBRA_001508	CEP00454.1
PlaBraE3006178_OG0000199	CDSF01000101.1	253667	255391	+	PBRA_001509	CEP00455.1
PlaBraE3006179_OG0002541	CDSF01000101.1	255501	256409	-	PBRA_001510	CEP00456.1
PlaBraE3006180_OG3375047	CDSF01000101.1	256439	256982	+	PBRA_001511	CEP00457.1
PlaBraE3006181_OG0004885	CDSF01000101.1	257139	258077	+	PBRA_001512	CEP00458.1
PlaBraE3006182_OG0007753	CDSF01000101.1	258192	259410	-	PBRA_001513	CEP00459.1
PlaBraE3006183_OG1035464	CDSF01000101.1	259560	260171	-	PBRA_001514	CEP00460.1
PlaBraE3006184_OG1035464	CDSF01000101.1	260384	260758	-	PBRA_001515	CEP00461.1
PlaBraE3006185_OG0022652	CDSF01000101.1	261508	261804	+	PBRA_001516	CEP00462.1
PlaBraE3006186_OG0002687	CDSF01000101.1	261953	263217	+	PBRA_001517	CEP00463.1
PlaBraE3006187_OG0001328	CDSF01000101.1	264070	264717	-	PBRA_001518	CEP00464.1
PlaBraE3006188_OG0002632	CDSF01000101.1	264760	265590	+	PBRA_001519	CEP00465.1
PlaBraE3006189_OG0005421	CDSF01000101.1	266202	267848	+	PBRA_001520	CEP00466.1
PlaBraE3006190_OG0017797	CDSF01000101.1	268108	271933	+	PBRA_001521	CEP00467.1
PlaBraE3006191_OG0004507	CDSF01000101.1	271981	273278	-	PBRA_001522	CEP00468.1
PlaBraE3006192_OG0553947	CDSF01000101.1	273449	274265	+	PBRA_001523	CEP00469.1
PlaBraE3006193_OG0294126	CDSF01000101.1	275897	277384	+	PBRA_001524	CEP00470.1
PlaBraE3006194_OG3375048	CDSF01000101.1	277547	277840	+	PBRA_001525	CEP00471.1
PlaBraE3006195_OG0004488	CDSF01000101.1	278577	279997	-	PBRA_001526	CEP00472.1
PlaBraE3006196_OG0001098	CDSF01000101.1	280032	282300	+	PBRA_001527	CEP00473.1
PlaBraE3006197_OG0000486	CDSF01000101.1	282375	283345	-	PBRA_001528	CEP00474.1
PlaBraE3006198_OG3375049	CDSF01000101.1	283458	285142	-	PBRA_001529	CEP00475.1
PlaBraE3006199_OG0000941	CDSF01000101.1	285374	286017	+	PBRA_001530	CEP00476.1
PlaBraE3006200_OG0001739	CDSF01000101.1	286130	287149	-	PBRA_001531	CEP00477.1
PlaBraE3006201_OG0006904	CDSF01000101.1	287371	288020	-	PBRA_001532	CEP00478.1
PlaBraE3006202_OG0011947	CDSF01000101.1	288402	290573	+	PBRA_001533	CEP00479.1
PlaBraE3006203_OG0002905	CDSF01000101.1	290625	292035	-	PBRA_001534	CEP00480.1
PlaBraE3006204_OG0008621	CDSF01000101.1	292468	292959	-	PBRA_001535	CEP00481.1
PlaBraE3006205_OG0004261	CDSF01000101.1	293274	294309	+	PBRA_001536	CEP00482.1
PlaBraE3006206_OG0000326	CDSF01000101.1	294856	296230	-	PBRA_001537	CEP00483.1
PlaBraE3006207_OG0000326	CDSF01000101.1	296984	298953	-	PBRA_001538	CEP00484.1
PlaBraE3006208_OG0175526	CDSF01000101.1	300978	301820	-	PBRA_001539	CEP00485.1
PlaBraE3006209_OG0000086	CDSF01000101.1	302373	303764	+	PBRA_001540	CEP00486.1
PlaBraE3006210_OG0000326	CDSF01000101.1	304569	305589	+	PBRA_001541	CEP00487.1
PlaBraE3006211_OG0001193	CDSF01000101.1	305651	306391	-	PBRA_001542	CEP00488.1
PlaBraE3006212_OG0006266	CDSF01000101.1	306783	308004	+	PBRA_001544	CEP00489.1
PlaBraE3006213_OG0008853	CDSF01000101.1	308182	310855	+	PBRA_001543	CEP00490.1
PlaBraE3006214_OG0014372	CDSF01000101.1	311836	312894	+	PBRA_001545	CEP00491.1
PlaBraE3006215_OG0011101	CDSF01000101.1	313005	313778	-	PBRA_001546	CEP00492.1
PlaBraE3006216_OG3375050	CDSF01000101.1	314139	314831	-	PBRA_001547	CEP00493.1
PlaBraE3006217_OG0000538	CDSF01000101.1	315076	316451	+	PBRA_001548	CEP00494.1
PlaBraE3006218_OG0003618	CDSF01000101.1	316672	319490	-	PBRA_001549	CEP00495.1
PlaBraE3006219_OG0002903	CDSF01000101.1	319646	321206	-	PBRA_001550	CEP00496.1
PlaBraE3006220_OG0001973	CDSF01000101.1	321383	322620	-	PBRA_001551	CEP00497.1
PlaBraE3006221_OG0111724	CDSF01000101.1	322796	324738	-	PBRA_001553	CEP00498.1
PlaBraE3006222_OG0002248	CDSF01000101.1	324910	327026	-	PBRA_001552	CEP00499.1
PlaBraE3006223_OG0000018	CDSF01000101.1	327464	328878	+	PBRA_001554	CEP00500.1
PlaBraE3006224_OG1035465	CDSF01000101.1	329121	329770	-	PBRA_001555	CEP00501.1
PlaBraE3006225_OG0003305	CDSF01000101.1	330575	331123	-	PBRA_001556	CEP00502.1
PlaBraE3006226_OG0000001	CDSF01000101.1	331406	334601	+	PBRA_001557	CEP00503.1
PlaBraE3006227_OG0000105	CDSF01000101.1	335642	337134	+	PBRA_001558	CEP00504.1
PlaBraE3006228_OG0003979	CDSF01000101.1	337466	338664	+	PBRA_001559	CEP00505.1
PlaBraE3006229_OG0210011	CDSF01000101.1	338775	339397	+	PBRA_001560	CEP00506.1
PlaBraE3006230_OG0000003	CDSF01000101.1	339698	341770	+	PBRA_001561	CEP00507.1
PlaBraE3006231_OG0088192	CDSF01000101.1	341882	343539	+	PBRA_001562	CEP00508.1
PlaBraE3006232_OG0001048	CDSF01000101.1	343650	344701	+	PBRA_001563	CEP00509.1
PlaBraE3006233_OG0057492	CDSF01000101.1	344768	345252	-	PBRA_001564	CEP00510.1
PlaBraE3006234_OG0002155	CDSF01000101.1	346111	347926	+	PBRA_001565	CEP00511.1
PlaBraE3006235_OG3375051	CDSF01000101.1	347963	348535	-	PBRA_001566	CEP00512.1
PlaBraE3006236_OG0000263	CDSF01000101.1	349203	349697	+	PBRA_001567	CEP00513.1
PlaBraE3006237_OG0010876	CDSF01000101.1	349755	350848	-	PBRA_001568	CEP00514.1
PlaBraE3006238_OG3375052	CDSF01000101.1	351239	351598	+	PBRA_001569	CEP00515.1
PlaBraE3006239_OG1035466	CDSF01000101.1	351856	352876	+	PBRA_001570	CEP00516.1
PlaBraE3006240_OG0000002	CDSF01000101.1	353173	354917	+	PBRA_001571	CEP00517.1
PlaBraE3006241_OG0000966	CDSF01000101.1	355111	357079	-	PBRA_001572	CEP00518.1
PlaBraE3006242_OG0010791	CDSF01000101.1	357380	360678	+	PBRA_001573	CEP00519.1
PlaBraE3006243_OG0002884	CDSF01000101.1	362726	364045	+	PBRA_001574	CEP00520.1
PlaBraE3006244_OG0085261	CDSF01000101.1	364088	364777	-	PBRA_001575	CEP00521.1
PlaBraE3006245_OG0000587	CDSF01000101.1	365257	367620	-	PBRA_001576	CEP00522.1
PlaBraE3006246_OG0000788	CDSF01000101.1	367839	369167	+	PBRA_001577	CEP00523.1
PlaBraE3006247_OG0000004	CDSF01000101.1	369357	384270	+	PBRA_001578	CEP00524.1
PlaBraE3006248_OG0010602	CDSF01000101.1	381582	382586	-	PBRA_001579	CEP00525.1
PlaBraE3006249_OG0000008	CDSF01000101.1	385839	386354	+	PBRA_001580	CEP00526.1
PlaBraE3006250_OG3375053	CDSF01000101.1	386804	387045	+	PBRA_001581	CEP00527.1
PlaBraE3006251_OG0000300	CDSF01000101.1	387123	387890	-	PBRA_001582	CEP00528.1
PlaBraE3006252_OG0003326	CDSF01000101.1	388071	389618	-	PBRA_001583	CEP00529.1
PlaBraE3006253_OG0004706	CDSF01000101.1	389709	390655	-	PBRA_001584	CEP00530.1
PlaBraE3006254_OG0009467	CDSF01000101.1	392841	393941	+	PBRA_001585	CEP00531.1
PlaBraE3006255_OG0000799	CDSF01000101.1	394967	396931	-	PBRA_001586	CEP00532.1
PlaBraE3006256_OG0234501	CDSF01000101.1	398642	399046	-	PBRA_001587	CEP00533.1
PlaBraE3006257_OG0234501	CDSF01000101.1	399410	400057	-	PBRA_001588	CEP00534.1
PlaBraE3006258_OG1035467	CDSF01000101.1	400478	402045	+	PBRA_001589	CEP00535.1
PlaBraE3006259_OG0012055	CDSF01000101.1	402262	404415	-	PBRA_001590	CEP00536.1
PlaBraE3006260_OG0004926	CDSF01000101.1	404626	406827	+	PBRA_001591	CEP00537.1
PlaBraE3006261_OG0234501	CDSF01000101.1	407137	407859	-	PBRA_001592	CEP00538.1
PlaBraE3006262_OG0234501	CDSF01000101.1	408822	409355	-	PBRA_001593	CEP00539.1
PlaBraE3006263_OG0248000	CDSF01000101.1	410004	410561	+	PBRA_001595	CEP00540.1
PlaBraE3006264_OG0006148	CDSF01000101.1	410630	411043	-	PBRA_001594	CEP00541.1
PlaBraE3006265_OG0004418	CDSF01000101.1	411352	413023	+	PBRA_001596	CEP00542.1
PlaBraE3006266_OG0000918	CDSF01000101.1	413441	414487	-	PBRA_001597	CEP00543.1
PlaBraE3006267_OG0057811	CDSF01000101.1	414737	416071	-	PBRA_001598	CEP00544.1
PlaBraE3006268_OG0003604	CDSF01000101.1	416786	417742	-	PBRA_001600	CEP00545.1
PlaBraE3006269_OG0004426	CDSF01000101.1	418012	419696	+	PBRA_001599	CEP00546.1
PlaBraE3006270_OG0286295	CDSF01000101.1	420946	423804	+	PBRA_001601	CEP00547.1
PlaBraE3006271_OG3375054	CDSF01000101.1	423849	427067	-	PBRA_001602	CEP00548.1
PlaBraE3006272_OG0193494	CDSF01000101.1	427528	430600	-	PBRA_001603	CEP00549.1
PlaBraE3006273_OG1035468	CDSF01000101.1	431711	432810	+	PBRA_001604	CEP00550.1
PlaBraE3006274_OG0001670	CDSF01000101.1	433081	435236	+	PBRA_001605	CEP00551.1
PlaBraE3006275_OG0001126	CDSF01000101.1	435261	436256	-	PBRA_001606	CEP00552.1
PlaBraE3006276_OG0000147	CDSF01000101.1	436637	438758	-	PBRA_001607	CEP00553.1
PlaBraE3006277_OG0000448	CDSF01000101.1	438895	440052	-	PBRA_001608	CEP00554.1
PlaBraE3006278_OG0008373	CDSF01000101.1	442155	442507	-	PBRA_001609	CEP00555.1
PlaBraE3006279_OG0088917	CDSF01000101.1	444049	447695	+	PBRA_001610	CEP00556.1
PlaBraE3006280_OG0000249	CDSF01000101.1	450553	451419	+	PBRA_001611	CEP00557.1
PlaBraE3006281_OG0553948	CDSF01000101.1	451598	452230	+	PBRA_001612	CEP00558.1
PlaBraE3006282_OG0061893	CDSF01000101.1	452579	453866	+	PBRA_001613	CEP00559.1
PlaBraE3006283_OG0007598	CDSF01000101.1	454532	454834	+	PBRA_001614	CEP00560.1
PlaBraE3006284_OG3375055	CDSF01000101.1	455747	456688	-	PBRA_001615	CEP00561.1
PlaBraE3006285_OG0037724	CDSF01000101.1	457002	458610	-	PBRA_001616	CEP00562.1
PlaBraE3006286_OG3375056	CDSF01000101.1	458785	459519	+	PBRA_001618	CEP00563.1
PlaBraE3006287_OG0002065	CDSF01000101.1	459877	461003	+	PBRA_001617	CEP00564.1
PlaBraE3006288_OG0000631	CDSF01000101.1	461062	461366	-	PBRA_001619	CEP00565.1
